,id,created,pids.doi.identifier,metadata.title,metadata.description,metadata.resource_type.title.en,metadata.publication_date,metadata.creators.person_or_org.type,metadata.creators.person_or_org.name,metadata.rights.id,OpenAlex_ID,ListofAlexIds,ListofNames,ListofOrcids
232,6377704,2022-06-28T19:17:11.761504+00:00,10.5281/zenodo.6377704,A prebiotic diet modulates microglia response and motor deficits in α-synuclein overexpressing mice,"<p>Parkinson&rsquo;s disease (PD) is a movement disorder characterized by neuroinflammation, &alpha;-&nbsp;synuclein pathology, and neurodegeneration. Most cases of PD are non-hereditary, suggesting a strong role for environmental factors, and it has been speculated that disease may originate in peripheral tissues such as the gastrointestinal (GI) tract before affecting the brain. The gut microbiome is altered in PD and may impact motor and GI symptoms as indicated by animal studies, though mechanisms of gut-brain interactions remain incompletely defined. Intestinal bacteria ferment dietary fibers into short-chain fatty acids, with fecal levels of these molecules differing between PD and healthy controls and in mouse models. Among other effects, dietary microbial metabolites can modulate activation of microglia, brain-resident immune cells implicated in PD. We therefore investigated whether a fiber-rich diet influences microglial function in &alpha;-synuclein overexpressing (ASO) mice, a preclinical model with PD-like symptoms and pathology. Feeding a prebiotic high-fiber diet attenuates motor deficits and reduces &alpha;-synuclein aggregation in the substantia nigra of mice. Concomitantly, the gut microbiome of ASO mice adopts a profile correlated with health upon prebiotic treatment, which also reduces microglial activation. Single-cell RNA-seq analysis of microglia from the substantia nigra and striatum uncovers increased pro-inflammatory signaling and reduced homeostatic responses in ASO mice compared to wild-type counterparts on standard diets. However, prebiotic feeding reverses pathogenic microglial states in ASO mice and promotes expansion of protective disease-associated macrophage (DAM) subsets of microglia. Notably, depletion of microglia using a CSF1R inhibitor eliminates the beneficial effects of prebiotics by restoring motor deficits to ASO mice despite feeding a prebiotic diet. These studies uncover a novel microglia-dependent interaction between diet and motor symptoms in mice, findings that may have implications for&nbsp;neuroinflammation and PD.</p>",Journal article,2022-07-03 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Reem Abdel-haq
Sarkis Mazmanian
Johannes C.M. Schlachetzki
Joseph C. Boktor
Thaisa M. Cantu-Jungles
Taren Thron
Mengying Zhang
John W. Bostick
Tahmineh Khazaei
Sujatha Chilakala
Livia H. Morais
Greg Humphrey
Ali Keshavarzian
Bruce R. Hamaker
Jonathan E. Katz
Matt Thomson
Rob Knight
Christopher K. Glass
Viviana Gradinaru",cc-by-4.0,W4283697908,A5014061199,Thaisa M. Cantu-Jungles,0000-0001-8928-9717
233,6377704,2022-06-28T19:17:11.761504+00:00,10.5281/zenodo.6377704,A prebiotic diet modulates microglia response and motor deficits in α-synuclein overexpressing mice,"<p>Parkinson&rsquo;s disease (PD) is a movement disorder characterized by neuroinflammation, &alpha;-&nbsp;synuclein pathology, and neurodegeneration. Most cases of PD are non-hereditary, suggesting a strong role for environmental factors, and it has been speculated that disease may originate in peripheral tissues such as the gastrointestinal (GI) tract before affecting the brain. The gut microbiome is altered in PD and may impact motor and GI symptoms as indicated by animal studies, though mechanisms of gut-brain interactions remain incompletely defined. Intestinal bacteria ferment dietary fibers into short-chain fatty acids, with fecal levels of these molecules differing between PD and healthy controls and in mouse models. Among other effects, dietary microbial metabolites can modulate activation of microglia, brain-resident immune cells implicated in PD. We therefore investigated whether a fiber-rich diet influences microglial function in &alpha;-synuclein overexpressing (ASO) mice, a preclinical model with PD-like symptoms and pathology. Feeding a prebiotic high-fiber diet attenuates motor deficits and reduces &alpha;-synuclein aggregation in the substantia nigra of mice. Concomitantly, the gut microbiome of ASO mice adopts a profile correlated with health upon prebiotic treatment, which also reduces microglial activation. Single-cell RNA-seq analysis of microglia from the substantia nigra and striatum uncovers increased pro-inflammatory signaling and reduced homeostatic responses in ASO mice compared to wild-type counterparts on standard diets. However, prebiotic feeding reverses pathogenic microglial states in ASO mice and promotes expansion of protective disease-associated macrophage (DAM) subsets of microglia. Notably, depletion of microglia using a CSF1R inhibitor eliminates the beneficial effects of prebiotics by restoring motor deficits to ASO mice despite feeding a prebiotic diet. These studies uncover a novel microglia-dependent interaction between diet and motor symptoms in mice, findings that may have implications for&nbsp;neuroinflammation and PD.</p>",Journal article,2022-07-03 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Reem Abdel-haq
Sarkis Mazmanian
Johannes C.M. Schlachetzki
Joseph C. Boktor
Thaisa M. Cantu-Jungles
Taren Thron
Mengying Zhang
John W. Bostick
Tahmineh Khazaei
Sujatha Chilakala
Livia H. Morais
Greg Humphrey
Ali Keshavarzian
Bruce R. Hamaker
Jonathan E. Katz
Matt Thomson
Rob Knight
Christopher K. Glass
Viviana Gradinaru",cc-by-4.0,W4283697908,A5064324943,Taren Thron,0000-0001-9577-2617
234,6377704,2022-06-28T19:17:11.761504+00:00,10.5281/zenodo.6377704,A prebiotic diet modulates microglia response and motor deficits in α-synuclein overexpressing mice,"<p>Parkinson&rsquo;s disease (PD) is a movement disorder characterized by neuroinflammation, &alpha;-&nbsp;synuclein pathology, and neurodegeneration. Most cases of PD are non-hereditary, suggesting a strong role for environmental factors, and it has been speculated that disease may originate in peripheral tissues such as the gastrointestinal (GI) tract before affecting the brain. The gut microbiome is altered in PD and may impact motor and GI symptoms as indicated by animal studies, though mechanisms of gut-brain interactions remain incompletely defined. Intestinal bacteria ferment dietary fibers into short-chain fatty acids, with fecal levels of these molecules differing between PD and healthy controls and in mouse models. Among other effects, dietary microbial metabolites can modulate activation of microglia, brain-resident immune cells implicated in PD. We therefore investigated whether a fiber-rich diet influences microglial function in &alpha;-synuclein overexpressing (ASO) mice, a preclinical model with PD-like symptoms and pathology. Feeding a prebiotic high-fiber diet attenuates motor deficits and reduces &alpha;-synuclein aggregation in the substantia nigra of mice. Concomitantly, the gut microbiome of ASO mice adopts a profile correlated with health upon prebiotic treatment, which also reduces microglial activation. Single-cell RNA-seq analysis of microglia from the substantia nigra and striatum uncovers increased pro-inflammatory signaling and reduced homeostatic responses in ASO mice compared to wild-type counterparts on standard diets. However, prebiotic feeding reverses pathogenic microglial states in ASO mice and promotes expansion of protective disease-associated macrophage (DAM) subsets of microglia. Notably, depletion of microglia using a CSF1R inhibitor eliminates the beneficial effects of prebiotics by restoring motor deficits to ASO mice despite feeding a prebiotic diet. These studies uncover a novel microglia-dependent interaction between diet and motor symptoms in mice, findings that may have implications for&nbsp;neuroinflammation and PD.</p>",Journal article,2022-07-03 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Reem Abdel-haq
Sarkis Mazmanian
Johannes C.M. Schlachetzki
Joseph C. Boktor
Thaisa M. Cantu-Jungles
Taren Thron
Mengying Zhang
John W. Bostick
Tahmineh Khazaei
Sujatha Chilakala
Livia H. Morais
Greg Humphrey
Ali Keshavarzian
Bruce R. Hamaker
Jonathan E. Katz
Matt Thomson
Rob Knight
Christopher K. Glass
Viviana Gradinaru",cc-by-4.0,W4283697908,A5103166723,Mengying Zhang,0000-0003-0674-9437
235,6377704,2022-06-28T19:17:11.761504+00:00,10.5281/zenodo.6377704,A prebiotic diet modulates microglia response and motor deficits in α-synuclein overexpressing mice,"<p>Parkinson&rsquo;s disease (PD) is a movement disorder characterized by neuroinflammation, &alpha;-&nbsp;synuclein pathology, and neurodegeneration. Most cases of PD are non-hereditary, suggesting a strong role for environmental factors, and it has been speculated that disease may originate in peripheral tissues such as the gastrointestinal (GI) tract before affecting the brain. The gut microbiome is altered in PD and may impact motor and GI symptoms as indicated by animal studies, though mechanisms of gut-brain interactions remain incompletely defined. Intestinal bacteria ferment dietary fibers into short-chain fatty acids, with fecal levels of these molecules differing between PD and healthy controls and in mouse models. Among other effects, dietary microbial metabolites can modulate activation of microglia, brain-resident immune cells implicated in PD. We therefore investigated whether a fiber-rich diet influences microglial function in &alpha;-synuclein overexpressing (ASO) mice, a preclinical model with PD-like symptoms and pathology. Feeding a prebiotic high-fiber diet attenuates motor deficits and reduces &alpha;-synuclein aggregation in the substantia nigra of mice. Concomitantly, the gut microbiome of ASO mice adopts a profile correlated with health upon prebiotic treatment, which also reduces microglial activation. Single-cell RNA-seq analysis of microglia from the substantia nigra and striatum uncovers increased pro-inflammatory signaling and reduced homeostatic responses in ASO mice compared to wild-type counterparts on standard diets. However, prebiotic feeding reverses pathogenic microglial states in ASO mice and promotes expansion of protective disease-associated macrophage (DAM) subsets of microglia. Notably, depletion of microglia using a CSF1R inhibitor eliminates the beneficial effects of prebiotics by restoring motor deficits to ASO mice despite feeding a prebiotic diet. These studies uncover a novel microglia-dependent interaction between diet and motor symptoms in mice, findings that may have implications for&nbsp;neuroinflammation and PD.</p>",Journal article,2022-07-03 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Reem Abdel-haq
Sarkis Mazmanian
Johannes C.M. Schlachetzki
Joseph C. Boktor
Thaisa M. Cantu-Jungles
Taren Thron
Mengying Zhang
John W. Bostick
Tahmineh Khazaei
Sujatha Chilakala
Livia H. Morais
Greg Humphrey
Ali Keshavarzian
Bruce R. Hamaker
Jonathan E. Katz
Matt Thomson
Rob Knight
Christopher K. Glass
Viviana Gradinaru",cc-by-4.0,W4283697908,A5025238358,John W. Bostick,0000-0001-8925-2447
236,6377704,2022-06-28T19:17:11.761504+00:00,10.5281/zenodo.6377704,A prebiotic diet modulates microglia response and motor deficits in α-synuclein overexpressing mice,"<p>Parkinson&rsquo;s disease (PD) is a movement disorder characterized by neuroinflammation, &alpha;-&nbsp;synuclein pathology, and neurodegeneration. Most cases of PD are non-hereditary, suggesting a strong role for environmental factors, and it has been speculated that disease may originate in peripheral tissues such as the gastrointestinal (GI) tract before affecting the brain. The gut microbiome is altered in PD and may impact motor and GI symptoms as indicated by animal studies, though mechanisms of gut-brain interactions remain incompletely defined. Intestinal bacteria ferment dietary fibers into short-chain fatty acids, with fecal levels of these molecules differing between PD and healthy controls and in mouse models. Among other effects, dietary microbial metabolites can modulate activation of microglia, brain-resident immune cells implicated in PD. We therefore investigated whether a fiber-rich diet influences microglial function in &alpha;-synuclein overexpressing (ASO) mice, a preclinical model with PD-like symptoms and pathology. Feeding a prebiotic high-fiber diet attenuates motor deficits and reduces &alpha;-synuclein aggregation in the substantia nigra of mice. Concomitantly, the gut microbiome of ASO mice adopts a profile correlated with health upon prebiotic treatment, which also reduces microglial activation. Single-cell RNA-seq analysis of microglia from the substantia nigra and striatum uncovers increased pro-inflammatory signaling and reduced homeostatic responses in ASO mice compared to wild-type counterparts on standard diets. However, prebiotic feeding reverses pathogenic microglial states in ASO mice and promotes expansion of protective disease-associated macrophage (DAM) subsets of microglia. Notably, depletion of microglia using a CSF1R inhibitor eliminates the beneficial effects of prebiotics by restoring motor deficits to ASO mice despite feeding a prebiotic diet. These studies uncover a novel microglia-dependent interaction between diet and motor symptoms in mice, findings that may have implications for&nbsp;neuroinflammation and PD.</p>",Journal article,2022-07-03 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Reem Abdel-haq
Sarkis Mazmanian
Johannes C.M. Schlachetzki
Joseph C. Boktor
Thaisa M. Cantu-Jungles
Taren Thron
Mengying Zhang
John W. Bostick
Tahmineh Khazaei
Sujatha Chilakala
Livia H. Morais
Greg Humphrey
Ali Keshavarzian
Bruce R. Hamaker
Jonathan E. Katz
Matt Thomson
Rob Knight
Christopher K. Glass
Viviana Gradinaru",cc-by-4.0,W4283697908,A5023642382,Tahmineh Khazaei,0000-0002-4743-2383
237,6377704,2022-06-28T19:17:11.761504+00:00,10.5281/zenodo.6377704,A prebiotic diet modulates microglia response and motor deficits in α-synuclein overexpressing mice,"<p>Parkinson&rsquo;s disease (PD) is a movement disorder characterized by neuroinflammation, &alpha;-&nbsp;synuclein pathology, and neurodegeneration. Most cases of PD are non-hereditary, suggesting a strong role for environmental factors, and it has been speculated that disease may originate in peripheral tissues such as the gastrointestinal (GI) tract before affecting the brain. The gut microbiome is altered in PD and may impact motor and GI symptoms as indicated by animal studies, though mechanisms of gut-brain interactions remain incompletely defined. Intestinal bacteria ferment dietary fibers into short-chain fatty acids, with fecal levels of these molecules differing between PD and healthy controls and in mouse models. Among other effects, dietary microbial metabolites can modulate activation of microglia, brain-resident immune cells implicated in PD. We therefore investigated whether a fiber-rich diet influences microglial function in &alpha;-synuclein overexpressing (ASO) mice, a preclinical model with PD-like symptoms and pathology. Feeding a prebiotic high-fiber diet attenuates motor deficits and reduces &alpha;-synuclein aggregation in the substantia nigra of mice. Concomitantly, the gut microbiome of ASO mice adopts a profile correlated with health upon prebiotic treatment, which also reduces microglial activation. Single-cell RNA-seq analysis of microglia from the substantia nigra and striatum uncovers increased pro-inflammatory signaling and reduced homeostatic responses in ASO mice compared to wild-type counterparts on standard diets. However, prebiotic feeding reverses pathogenic microglial states in ASO mice and promotes expansion of protective disease-associated macrophage (DAM) subsets of microglia. Notably, depletion of microglia using a CSF1R inhibitor eliminates the beneficial effects of prebiotics by restoring motor deficits to ASO mice despite feeding a prebiotic diet. These studies uncover a novel microglia-dependent interaction between diet and motor symptoms in mice, findings that may have implications for&nbsp;neuroinflammation and PD.</p>",Journal article,2022-07-03 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Reem Abdel-haq
Sarkis Mazmanian
Johannes C.M. Schlachetzki
Joseph C. Boktor
Thaisa M. Cantu-Jungles
Taren Thron
Mengying Zhang
John W. Bostick
Tahmineh Khazaei
Sujatha Chilakala
Livia H. Morais
Greg Humphrey
Ali Keshavarzian
Bruce R. Hamaker
Jonathan E. Katz
Matt Thomson
Rob Knight
Christopher K. Glass
Viviana Gradinaru",cc-by-4.0,W4283697908,A5008275014,Sujatha Chilakala,0000-0003-1581-3381
238,6377704,2022-06-28T19:17:11.761504+00:00,10.5281/zenodo.6377704,A prebiotic diet modulates microglia response and motor deficits in α-synuclein overexpressing mice,"<p>Parkinson&rsquo;s disease (PD) is a movement disorder characterized by neuroinflammation, &alpha;-&nbsp;synuclein pathology, and neurodegeneration. Most cases of PD are non-hereditary, suggesting a strong role for environmental factors, and it has been speculated that disease may originate in peripheral tissues such as the gastrointestinal (GI) tract before affecting the brain. The gut microbiome is altered in PD and may impact motor and GI symptoms as indicated by animal studies, though mechanisms of gut-brain interactions remain incompletely defined. Intestinal bacteria ferment dietary fibers into short-chain fatty acids, with fecal levels of these molecules differing between PD and healthy controls and in mouse models. Among other effects, dietary microbial metabolites can modulate activation of microglia, brain-resident immune cells implicated in PD. We therefore investigated whether a fiber-rich diet influences microglial function in &alpha;-synuclein overexpressing (ASO) mice, a preclinical model with PD-like symptoms and pathology. Feeding a prebiotic high-fiber diet attenuates motor deficits and reduces &alpha;-synuclein aggregation in the substantia nigra of mice. Concomitantly, the gut microbiome of ASO mice adopts a profile correlated with health upon prebiotic treatment, which also reduces microglial activation. Single-cell RNA-seq analysis of microglia from the substantia nigra and striatum uncovers increased pro-inflammatory signaling and reduced homeostatic responses in ASO mice compared to wild-type counterparts on standard diets. However, prebiotic feeding reverses pathogenic microglial states in ASO mice and promotes expansion of protective disease-associated macrophage (DAM) subsets of microglia. Notably, depletion of microglia using a CSF1R inhibitor eliminates the beneficial effects of prebiotics by restoring motor deficits to ASO mice despite feeding a prebiotic diet. These studies uncover a novel microglia-dependent interaction between diet and motor symptoms in mice, findings that may have implications for&nbsp;neuroinflammation and PD.</p>",Journal article,2022-07-03 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Reem Abdel-haq
Sarkis Mazmanian
Johannes C.M. Schlachetzki
Joseph C. Boktor
Thaisa M. Cantu-Jungles
Taren Thron
Mengying Zhang
John W. Bostick
Tahmineh Khazaei
Sujatha Chilakala
Livia H. Morais
Greg Humphrey
Ali Keshavarzian
Bruce R. Hamaker
Jonathan E. Katz
Matt Thomson
Rob Knight
Christopher K. Glass
Viviana Gradinaru",cc-by-4.0,W4283697908,A5027763981,Lívia H. Morais,0000-0002-5738-2658
239,6377704,2022-06-28T19:17:11.761504+00:00,10.5281/zenodo.6377704,A prebiotic diet modulates microglia response and motor deficits in α-synuclein overexpressing mice,"<p>Parkinson&rsquo;s disease (PD) is a movement disorder characterized by neuroinflammation, &alpha;-&nbsp;synuclein pathology, and neurodegeneration. Most cases of PD are non-hereditary, suggesting a strong role for environmental factors, and it has been speculated that disease may originate in peripheral tissues such as the gastrointestinal (GI) tract before affecting the brain. The gut microbiome is altered in PD and may impact motor and GI symptoms as indicated by animal studies, though mechanisms of gut-brain interactions remain incompletely defined. Intestinal bacteria ferment dietary fibers into short-chain fatty acids, with fecal levels of these molecules differing between PD and healthy controls and in mouse models. Among other effects, dietary microbial metabolites can modulate activation of microglia, brain-resident immune cells implicated in PD. We therefore investigated whether a fiber-rich diet influences microglial function in &alpha;-synuclein overexpressing (ASO) mice, a preclinical model with PD-like symptoms and pathology. Feeding a prebiotic high-fiber diet attenuates motor deficits and reduces &alpha;-synuclein aggregation in the substantia nigra of mice. Concomitantly, the gut microbiome of ASO mice adopts a profile correlated with health upon prebiotic treatment, which also reduces microglial activation. Single-cell RNA-seq analysis of microglia from the substantia nigra and striatum uncovers increased pro-inflammatory signaling and reduced homeostatic responses in ASO mice compared to wild-type counterparts on standard diets. However, prebiotic feeding reverses pathogenic microglial states in ASO mice and promotes expansion of protective disease-associated macrophage (DAM) subsets of microglia. Notably, depletion of microglia using a CSF1R inhibitor eliminates the beneficial effects of prebiotics by restoring motor deficits to ASO mice despite feeding a prebiotic diet. These studies uncover a novel microglia-dependent interaction between diet and motor symptoms in mice, findings that may have implications for&nbsp;neuroinflammation and PD.</p>",Journal article,2022-07-03 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Reem Abdel-haq
Sarkis Mazmanian
Johannes C.M. Schlachetzki
Joseph C. Boktor
Thaisa M. Cantu-Jungles
Taren Thron
Mengying Zhang
John W. Bostick
Tahmineh Khazaei
Sujatha Chilakala
Livia H. Morais
Greg Humphrey
Ali Keshavarzian
Bruce R. Hamaker
Jonathan E. Katz
Matt Thomson
Rob Knight
Christopher K. Glass
Viviana Gradinaru",cc-by-4.0,W4283697908,A5087126302,Greg Humphrey,
240,6377704,2022-06-28T19:17:11.761504+00:00,10.5281/zenodo.6377704,A prebiotic diet modulates microglia response and motor deficits in α-synuclein overexpressing mice,"<p>Parkinson&rsquo;s disease (PD) is a movement disorder characterized by neuroinflammation, &alpha;-&nbsp;synuclein pathology, and neurodegeneration. Most cases of PD are non-hereditary, suggesting a strong role for environmental factors, and it has been speculated that disease may originate in peripheral tissues such as the gastrointestinal (GI) tract before affecting the brain. The gut microbiome is altered in PD and may impact motor and GI symptoms as indicated by animal studies, though mechanisms of gut-brain interactions remain incompletely defined. Intestinal bacteria ferment dietary fibers into short-chain fatty acids, with fecal levels of these molecules differing between PD and healthy controls and in mouse models. Among other effects, dietary microbial metabolites can modulate activation of microglia, brain-resident immune cells implicated in PD. We therefore investigated whether a fiber-rich diet influences microglial function in &alpha;-synuclein overexpressing (ASO) mice, a preclinical model with PD-like symptoms and pathology. Feeding a prebiotic high-fiber diet attenuates motor deficits and reduces &alpha;-synuclein aggregation in the substantia nigra of mice. Concomitantly, the gut microbiome of ASO mice adopts a profile correlated with health upon prebiotic treatment, which also reduces microglial activation. Single-cell RNA-seq analysis of microglia from the substantia nigra and striatum uncovers increased pro-inflammatory signaling and reduced homeostatic responses in ASO mice compared to wild-type counterparts on standard diets. However, prebiotic feeding reverses pathogenic microglial states in ASO mice and promotes expansion of protective disease-associated macrophage (DAM) subsets of microglia. Notably, depletion of microglia using a CSF1R inhibitor eliminates the beneficial effects of prebiotics by restoring motor deficits to ASO mice despite feeding a prebiotic diet. These studies uncover a novel microglia-dependent interaction between diet and motor symptoms in mice, findings that may have implications for&nbsp;neuroinflammation and PD.</p>",Journal article,2022-07-03 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Reem Abdel-haq
Sarkis Mazmanian
Johannes C.M. Schlachetzki
Joseph C. Boktor
Thaisa M. Cantu-Jungles
Taren Thron
Mengying Zhang
John W. Bostick
Tahmineh Khazaei
Sujatha Chilakala
Livia H. Morais
Greg Humphrey
Ali Keshavarzian
Bruce R. Hamaker
Jonathan E. Katz
Matt Thomson
Rob Knight
Christopher K. Glass
Viviana Gradinaru",cc-by-4.0,W4283697908,A5002619544,Ali Keshavarzian,0000-0002-7969-3369
241,6377704,2022-06-28T19:17:11.761504+00:00,10.5281/zenodo.6377704,A prebiotic diet modulates microglia response and motor deficits in α-synuclein overexpressing mice,"<p>Parkinson&rsquo;s disease (PD) is a movement disorder characterized by neuroinflammation, &alpha;-&nbsp;synuclein pathology, and neurodegeneration. Most cases of PD are non-hereditary, suggesting a strong role for environmental factors, and it has been speculated that disease may originate in peripheral tissues such as the gastrointestinal (GI) tract before affecting the brain. The gut microbiome is altered in PD and may impact motor and GI symptoms as indicated by animal studies, though mechanisms of gut-brain interactions remain incompletely defined. Intestinal bacteria ferment dietary fibers into short-chain fatty acids, with fecal levels of these molecules differing between PD and healthy controls and in mouse models. Among other effects, dietary microbial metabolites can modulate activation of microglia, brain-resident immune cells implicated in PD. We therefore investigated whether a fiber-rich diet influences microglial function in &alpha;-synuclein overexpressing (ASO) mice, a preclinical model with PD-like symptoms and pathology. Feeding a prebiotic high-fiber diet attenuates motor deficits and reduces &alpha;-synuclein aggregation in the substantia nigra of mice. Concomitantly, the gut microbiome of ASO mice adopts a profile correlated with health upon prebiotic treatment, which also reduces microglial activation. Single-cell RNA-seq analysis of microglia from the substantia nigra and striatum uncovers increased pro-inflammatory signaling and reduced homeostatic responses in ASO mice compared to wild-type counterparts on standard diets. However, prebiotic feeding reverses pathogenic microglial states in ASO mice and promotes expansion of protective disease-associated macrophage (DAM) subsets of microglia. Notably, depletion of microglia using a CSF1R inhibitor eliminates the beneficial effects of prebiotics by restoring motor deficits to ASO mice despite feeding a prebiotic diet. These studies uncover a novel microglia-dependent interaction between diet and motor symptoms in mice, findings that may have implications for&nbsp;neuroinflammation and PD.</p>",Journal article,2022-07-03 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Reem Abdel-haq
Sarkis Mazmanian
Johannes C.M. Schlachetzki
Joseph C. Boktor
Thaisa M. Cantu-Jungles
Taren Thron
Mengying Zhang
John W. Bostick
Tahmineh Khazaei
Sujatha Chilakala
Livia H. Morais
Greg Humphrey
Ali Keshavarzian
Bruce R. Hamaker
Jonathan E. Katz
Matt Thomson
Rob Knight
Christopher K. Glass
Viviana Gradinaru",cc-by-4.0,W4283697908,A5089760163,Bruce R. Hamaker,0000-0001-6591-942X
242,6377704,2022-06-28T19:17:11.761504+00:00,10.5281/zenodo.6377704,A prebiotic diet modulates microglia response and motor deficits in α-synuclein overexpressing mice,"<p>Parkinson&rsquo;s disease (PD) is a movement disorder characterized by neuroinflammation, &alpha;-&nbsp;synuclein pathology, and neurodegeneration. Most cases of PD are non-hereditary, suggesting a strong role for environmental factors, and it has been speculated that disease may originate in peripheral tissues such as the gastrointestinal (GI) tract before affecting the brain. The gut microbiome is altered in PD and may impact motor and GI symptoms as indicated by animal studies, though mechanisms of gut-brain interactions remain incompletely defined. Intestinal bacteria ferment dietary fibers into short-chain fatty acids, with fecal levels of these molecules differing between PD and healthy controls and in mouse models. Among other effects, dietary microbial metabolites can modulate activation of microglia, brain-resident immune cells implicated in PD. We therefore investigated whether a fiber-rich diet influences microglial function in &alpha;-synuclein overexpressing (ASO) mice, a preclinical model with PD-like symptoms and pathology. Feeding a prebiotic high-fiber diet attenuates motor deficits and reduces &alpha;-synuclein aggregation in the substantia nigra of mice. Concomitantly, the gut microbiome of ASO mice adopts a profile correlated with health upon prebiotic treatment, which also reduces microglial activation. Single-cell RNA-seq analysis of microglia from the substantia nigra and striatum uncovers increased pro-inflammatory signaling and reduced homeostatic responses in ASO mice compared to wild-type counterparts on standard diets. However, prebiotic feeding reverses pathogenic microglial states in ASO mice and promotes expansion of protective disease-associated macrophage (DAM) subsets of microglia. Notably, depletion of microglia using a CSF1R inhibitor eliminates the beneficial effects of prebiotics by restoring motor deficits to ASO mice despite feeding a prebiotic diet. These studies uncover a novel microglia-dependent interaction between diet and motor symptoms in mice, findings that may have implications for&nbsp;neuroinflammation and PD.</p>",Journal article,2022-07-03 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Reem Abdel-haq
Sarkis Mazmanian
Johannes C.M. Schlachetzki
Joseph C. Boktor
Thaisa M. Cantu-Jungles
Taren Thron
Mengying Zhang
John W. Bostick
Tahmineh Khazaei
Sujatha Chilakala
Livia H. Morais
Greg Humphrey
Ali Keshavarzian
Bruce R. Hamaker
Jonathan E. Katz
Matt Thomson
Rob Knight
Christopher K. Glass
Viviana Gradinaru",cc-by-4.0,W4283697908,A5022615394,Jonathan E. Katz,0000-0001-8175-790X
243,6377704,2022-06-28T19:17:11.761504+00:00,10.5281/zenodo.6377704,A prebiotic diet modulates microglia response and motor deficits in α-synuclein overexpressing mice,"<p>Parkinson&rsquo;s disease (PD) is a movement disorder characterized by neuroinflammation, &alpha;-&nbsp;synuclein pathology, and neurodegeneration. Most cases of PD are non-hereditary, suggesting a strong role for environmental factors, and it has been speculated that disease may originate in peripheral tissues such as the gastrointestinal (GI) tract before affecting the brain. The gut microbiome is altered in PD and may impact motor and GI symptoms as indicated by animal studies, though mechanisms of gut-brain interactions remain incompletely defined. Intestinal bacteria ferment dietary fibers into short-chain fatty acids, with fecal levels of these molecules differing between PD and healthy controls and in mouse models. Among other effects, dietary microbial metabolites can modulate activation of microglia, brain-resident immune cells implicated in PD. We therefore investigated whether a fiber-rich diet influences microglial function in &alpha;-synuclein overexpressing (ASO) mice, a preclinical model with PD-like symptoms and pathology. Feeding a prebiotic high-fiber diet attenuates motor deficits and reduces &alpha;-synuclein aggregation in the substantia nigra of mice. Concomitantly, the gut microbiome of ASO mice adopts a profile correlated with health upon prebiotic treatment, which also reduces microglial activation. Single-cell RNA-seq analysis of microglia from the substantia nigra and striatum uncovers increased pro-inflammatory signaling and reduced homeostatic responses in ASO mice compared to wild-type counterparts on standard diets. However, prebiotic feeding reverses pathogenic microglial states in ASO mice and promotes expansion of protective disease-associated macrophage (DAM) subsets of microglia. Notably, depletion of microglia using a CSF1R inhibitor eliminates the beneficial effects of prebiotics by restoring motor deficits to ASO mice despite feeding a prebiotic diet. These studies uncover a novel microglia-dependent interaction between diet and motor symptoms in mice, findings that may have implications for&nbsp;neuroinflammation and PD.</p>",Journal article,2022-07-03 00:00:00,"personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal
personal","Reem Abdel-haq
Sarkis Mazmanian
Johannes C.M. Schlachetzki
Joseph C. Boktor
Thaisa M. Cantu-Jungles
Taren Thron
Mengying Zhang
John W. Bostick
Tahmineh Khazaei
Sujatha Chilakala
Livia H. Morais
Greg Humphrey
Ali Keshavarzian
Bruce R. Hamaker
Jonathan E. Katz
Matt Thomson
Rob Knight
Christopher K. Glass
Viviana Gradinaru",cc-by-4.0,W4283697908,A5014506392,Matt Thomson,0000-0003-1021-1234
